mainly	The meeting was mainly about money.
actor	The actor forgot his lines on stage.
fifth	She finished fifth in the race.
citizen	Every citizen must pay taxes.
prize	He won the first prize.
absolute	That rule is absolute and cannot change.
substance	The substance felt like wet sand.
pipe	The pipe leaked water all night.
lecture	The lecture lasted two hours.
ill	He felt ill after lunch.
concentration	Her concentration broke when the phone rang.
lay	Please lay the book on the table.
dirty	His shoes were dirty from the mud.
donate	They donate old clothes every year.
worker	The worker fixed the roof quickly.
alive	The fish is still alive.
prove	Can you prove your answer?
promise	I promise to call you later.
thin	The ice is too thin to walk on.
exhibition	The art exhibition opens tomorrow.
prefer	I prefer tea over coffee.
sick	I feel sick after eating that old cheese.
evaluate	We need to evaluate the results before deciding.
tropical	The tropical storm forced us indoors.
collect	She likes to collect old coins.
bet	I bet it will rain tomorrow.
definitely	That is definitely the best pizza here.
purple	Her favorite color is purple.
existence	The scientist questioned the existence of ghosts.
necessarily	Bigger does not necessarily mean better.
prison	He spent five years in prison.
skill	Learning to cook is a useful skill.
everyday	Wearing jeans is an everyday choice for me.
apparently	Apparently, the meeting was moved to noon.
surrounding	The surrounding hills are covered in snow.
popularity	His popularity grew after the concert.
inquiry	The police made an inquiry about the theft.
exhibit	The museum will exhibit ancient pottery.
throw	Please throw the ball to me.
trend	This new trend is popular with teens.
desert	The desert gets very cold at night.
obviously	Obviously, she was tired after the long trip.
worse	The weather got worse in the afternoon.
fundamental	Reading is a fundamental skill for learning.
escape	The cat tried to escape through the open window.
somewhat	I am somewhat worried about the test.
impossible	It is impossible to finish this in one hour.
obvious	The answer was obvious to everyone.
judgment	Her judgment in choosing friends is good.
explanation	He gave a clear explanation for his absence.
folk	The folk music filled the small hall.
electricity	Electricity powers our homes and schools.
arrival	The arrival of the train was delayed.
emphasis	The teacher put emphasis on spelling.
aspect	One aspect of the job is customer service.
awesome	The view from the top was awesome.
crash	The loud crash woke me up.
lift	Can you help me lift this heavy box?
shadow	The tree cast a long shadow on the grass.
infection	The doctor treated the skin infection.
expense	The trip was worth the expense.
princess	The princess waved to the crowd.
mall	We met at the mall on Saturday.
dad	My dad cooks dinner on Sundays.
extend	Please extend the deadline by one day.
motorcycle	He rides his motorcycle to work.
yard	The kids played in the front yard.
tourist	The tourist asked for directions.
mayor	The mayor opened the new bridge.
murder	The detective solved the murder case.
senator	The senator voted for the bill.
pour	She will pour the milk into the glass.
dust	Please dust the shelves before guests arrive.
entirely	The plan was entirely my idea.
rescue	The firefighter helped rescue the cat.
closely	Watch closely as I demonstrate the trick.
diary	She writes in her diary every night.
seriously	He seriously needs a vacation.
shooting	The shooting practice was canceled.
ear	The dog scratched its ear.
elsewhere	We looked elsewhere for the keys.
pollution	Factory smoke causes air pollution.
conservative	He has a conservative view on politics.
shock	The bad news gave her a shock.
abroad	She studied abroad for a year.
tie	He wore a blue tie to work.
roof	The cat sat on the roof.
demonstrate	They will demonstrate the new machine.
atmosphere	The party had a fun atmosphere.
kiss	She gave him a quick kiss.
experiment	The science experiment worked well.
overseas	He travels overseas for business.
assignment	I finished my math assignment early.
rush	We were in a rush to catch the bus.
whereas	She likes tea, whereas he likes coffee.
surprise	The gift was a nice surprise.
lamp	Please turn on the lamp.
everybody	Everybody enjoyed the show.
palace	The king lives in a large palace.
acceptable	That answer is acceptable.
satisfied	I am satisfied with my meal.
glad	I am glad you came.
receipt	Keep your receipt for returns.
ordinary	It was an ordinary Tuesday morning.
nobody	Nobody answered the phone.
ghost	The old house has a ghost.
boss	My boss approved my leave.
reporter	The reporter asked tough questions.
champion	She is the chess champion.
personally	I personally checked the door.
plenty	We have plenty of time.
sentence	Write one full sentence here.
throat	My throat feels dry.
ignore	Please ignore the noise.
uniform	He wore his school uniform.
wealth	Her wealth came from hard work.
tall	The building is very tall.
somewhere	I left my keys somewhere.
dancing	They were dancing in the rain.
recognize	I recognize that voice.
publish	They will publish the book soon.
toe	I stubbed my toe on the chair.
whenever	Call me whenever you need help.
venue	The wedding venue was a garden.
vital	Water is vital for survival.
fairly	She treated everyone fairly.
charity	He donated money to charity.
intelligent	She is an intelligent student.
obligation	Paying taxes is a legal obligation.
wake	Please wake me at seven.
stupid	That was a stupid mistake.
traveler	The traveler lost his passport.
realize	I realize I forgot my keys.
enemy	He defeated his enemy in battle.
insight	Her insight solved the problem.
lucky	You were lucky to find that.
thick	The fog was very thick.
repeat	Can you repeat the question?
drum	He plays the drum in a band.
flood	The heavy rain caused a flood.
announcement	The announcement came at noon.
outcome	The outcome of the game surprised everyone.
appreciate	I appreciate your help very much.
clause	This contract has a hidden clause.
smile	Her smile made me feel happy.
indoor	We played indoor tennis today.
armed	The police were armed with guns.
regularly	He exercises regularly every morning.
tend	I tend to sleep late on weekends.
partly	The sky was partly cloudy today.
tradition	It is a family tradition to bake pie.
candy	She gave the child a piece of candy.
hunt	They hunt for deer in the fall.
complaint	He filed a complaint about the noise.
moral	The story has a clear moral.
finger	She cut her finger with a knife.
pound	Please pound the nails into the wood.
locate	Can you locate the nearest station?
burn	Be careful not to burn your hand.
ourselves	We made the cake ourselves.
bread	I bought fresh bread at the store.
wooden	The old chair was wooden and heavy.
tough	This steak is too tough to chew.
incident	The incident was reported to the police.
lie	Do not lie to your teacher.
conversation	We had a long conversation about school.
decrease	The store saw a decrease in sales.
chest	He put the book on his chest.
herself	She made the cake herself.
solve	Can you solve this math problem?
minority	Only a minority voted for the plan.
ah	Ah, I see the problem now.
passion	She has a passion for painting.
sight	The mountains were a beautiful sight.
weak	He felt weak after the long run.
reception	The reception at the hotel was friendly.
wise	It is wise to save money.
correctly	She answered the question correctly.
geography	We studied geography in class today.
worry	Do not worry about the test.
pleased	I am pleased with your work.
danger	The sign warned of danger ahead.
vitamin	Oranges contain vitamin C.
widely	This book is widely read.
phrase	She used a common phrase.
emotional	The movie was very emotional.
leaf	A leaf fell from the tree.
combine	We can combine the two lists.
fault	It was my fault we were late.
introduce	Let me introduce my friend.
silk	The scarf is made of silk.
romantic	He planned a romantic dinner.
examine	The doctor will examine you.
sad	He felt sad after the news.
slowly	She walked slowly to the door.
communicate	We communicate by email.
kick	He gave the ball a kick.
meal	This meal tastes great.
hurt	My knee still hurts.
unlike	Unlike you, I enjoy cold weather.
pot	She cooked soup in a pot.
slip	Be careful not to slip on the wet floor.
grass	The dog rolled in the green grass.
achievement	Winning the race was a big achievement.
passenger	The passenger asked for a window seat.
convenient	This store is convenient for me.
silent	The library was completely silent.
egg	I ate a boiled egg for breakfast.
childhood	My childhood was full of happy memories.
talent	She has a talent for singing.
shoot	He tried to shoot the basketball.
robot	The robot cleaned the floor.
witness	The witness told the truth in court.
powder	She added powder to the mix.
assess	The teacher will assess our work.
wash	I need to wash my car.
entrance	The entrance is on the left.
loose	My shoelace is loose.
illness	His illness kept him home.
teenage	Her teenage years were fun.
soap	I bought a new bar of soap.
jam	I spread jam on my toast this morning.
unusual	That is an unusual color for a car.
increasingly	It is increasingly hard to find parking here.
routine	Morning stretching is part of my routine.
basically	We basically finished the whole project.
hero	The firefighter was called a hero.
attitude	Her attitude improved after lunch.
engaged	They got engaged last weekend.
carpet	The carpet feels soft under my feet.
difficulty	He had difficulty opening the jar.
pace	Please keep a steady pace while walking.
wage	The minimum wage went up this year.
observation	Her observation about the sky was accurate.
coat	I need a warm coat for winter.
opposition	The opposition voted against the new law.
container	Put the leftovers in a sealed container.
app	I downloaded a new app for maps.
recall	I cannot recall his phone number.
departure	Our departure was delayed by rain.
belief	His belief in kindness never wavered.
killing	The hunter was killing time before dinner.
shoulder	She put her bag on her shoulder.
singer	The singer has a beautiful voice.
attraction	The main attraction is the waterfall.
invite	I will invite my friends to the party.
suppose	I suppose you are right about that.
involve	This job will involve a lot of travel.
thirty	There are thirty students in the class.
opposite	The store is opposite the bank.
rapidly	The fire spread rapidly through the house.
ban	The city will ban plastic bags.
clerk	The clerk helped me find a shirt.
vast	The desert is a vast empty space.
outline	Please outline the main points first.
jeans	He wore old jeans to work.
odd	That is an odd color for a car.
wrap	Please wrap the gift in paper.
mood	Her mood changed after lunch.
favor	Can you do me a favor?
attractive	She wore an attractive red dress.
occasion	We met on a special occasion last year.
victim	The victim of the accident was taken to the hospital.
careful	Be careful when you cross the street.
arrive	Please arrive at the station before noon.
aside	She pulled me aside to share a secret.
essay	His essay about nature won first prize.
discipline	Learning a language takes daily discipline.
dialogue	The dialogue between the two leaders was brief.
shut	Please shut the door quietly.
midnight	The train leaves at midnight sharp.
commonly	This plant is commonly found in gardens.
photographer	The photographer took our family photo.
inform	Please inform me if you change your mind.
coal	They used coal to heat the old house.
cry	The baby began to cry loudly.
largely	The success was largely due to teamwork.
pleasant	We had a pleasant walk in the park.
announce	They will announce the winner tomorrow.
rough	The sea was rough during the storm.
lion	The lion slept under the hot sun.
suddenly	The lights suddenly went out.
cookie	She ate one cookie after lunch.
arrangement	The flower arrangement looked beautiful.
stretch	I need to stretch before running.
furthermore	Furthermore, the plan is too risky.
beef	We bought beef for the stew.
crowd	The crowd cheered loudly.
personality	Her personality is very warm.
decline	Sales began to decline last year.
skiing	Skiing is fun in winter.
cloud	A dark cloud covered the sun.
knife	He sharpened the kitchen knife.
shelf	The book sits on the top shelf.
adopt	They decided to adopt a cat.
incredible	That was an incredible goal.
outer	The outer layer is waterproof.
crop	The corn crop failed this year.
twelve	She has twelve pencils.
decade	He worked there for a decade.
tired	I feel tired after work.
everywhere	I looked everywhere for my keys.
sing	She loves to sing in the shower.
honest	Be honest with me, please.
somebody	Somebody left the door open.
reputation	He has a good reputation in town.
hang	Please hang your coat on the hook.
curve	The road has a sharp curve ahead.
passage	We walked through the narrow passage.
photograph	This photograph shows my grandparents.
juice	I drank a glass of orange juice.
logical	That is the logical answer to the problem.
sauce	The pasta needs more tomato sauce.
criticism	She handled the criticism well.
retired	My grandfather is now retired.
afraid	I am afraid of spiders.
initially	Initially, I thought it was easy.
pointed	She pointed at the map.
mistake	I made a silly mistake yesterday.
mineral	This water is rich in mineral salts.
fortune	He made a fortune in real estate.
stadium	We watched the game at the stadium.
exploration	Space exploration requires years of study.
flu	She stayed home because of the flu.
translate	Can you translate this letter for me?
costume	His Halloween costume was a pirate.
tune	She hummed a happy tune.
corn	The farmer grew sweet corn.
farmer	The farmer woke up before sunrise.
perfectly	The cake turned out perfectly.
slave	The ancient slave built the pyramid.
portrait	She painted a portrait of her mother.
ethical	It is not ethical to lie.
struggle	They struggle to pay rent.
ultimately	Ultimately, we chose the blue car.
equally	Divide the pizza equally among us.
artificial	The flower is artificial, not real.
guilty	He felt guilty for breaking the vase.
naturally	Her hair curls naturally.
tablet	He reads the news on a tablet.
tail	The dog wagged its tail.
violent	The storm turned violent last night.
underwear	He bought new underwear at the store.
soup	This soup is too hot to eat.
drunk	He got drunk at the party.
nose	She touched her nose and laughed.
anymore	I don’t live there anymore.
constantly	She constantly checks her phone.
resolve	We must resolve this issue quickly.
documentary	We watched a documentary about whales.
ceiling	The ceiling has a water stain.
anybody	Does anybody know the answer?
bunch	She picked a bunch of flowers.
singing	The birds are singing outside.
afford	I can’t afford a new car.
quit	He decided to quit his job.
lung	Smoking damages your lung tissue.
highlight	The highlight of the trip was hiking.
brilliant	That was a brilliant idea.
spoken	She has spoken to the manager.
grain	A single grain of sand fell.
depend	You can depend on me to help.
breath	Take a deep breath before you speak.
colored	She wore a brightly colored dress.
tale	He told a tale about a dragon.
surprised	I was surprised by the news.
opposed	She opposed the new rule.
similarly	Similarly, both teams lost their games.
coin	He flipped a coin to decide.
cure	There is no cure for that illness.
suggestion	Do you have a suggestion for dinner?
soldier	The soldier marched in the parade.
bomb	The bomb was safely defused.
harm	Too much sun can harm your skin.
brush	Use a brush to paint the wall.
investigate	The police will investigate the crime.
repeated	He repeated the question twice.
tongue	The cat licked its tongue.
monkey	The monkey climbed the tree.
skirt	She wore a long blue skirt.
oven	I put the pizza in the oven.
engage	She will engage the new employee today.
cheat	Do not cheat on the test.
suspect	The police suspect the neighbor.
crucial	Water is crucial for survival.
gym	I go to the gym every morning.
celebration	The party was a big celebration.
viewer	The viewer watched the show closely.
laugh	His joke made everyone laugh.
destroy	The storm can destroy homes.
pitch	He threw a fast pitch.
offensive	His comment was offensive to many.
dozen	I bought a dozen eggs.
cloth	Use a soft cloth to clean it.
stamp	She put a stamp on the letter.
butter	I spread butter on my toast.
pepper	Add some pepper to the soup.
weapon	The knife was used as a weapon.
chef	The chef cooked a tasty meal.
grocery	We need to buy grocery items.
occasionally	I occasionally walk to work.
apparent	The error was apparent to everyone.
toilet	The toilet is down the hall.
excited	She was excited about the trip.
recover	He needs time to recover.
fold	Please fold the laundry.
qualify	You must qualify for the prize.
diagram	Draw a diagram of the cell.
attach	Attach the file to the email.
spider	A spider spun a web.
approve	They will approve the plan.
desperate	He was desperate for help.
bend	Don't bend the paper.
sailing	Sailing is fun on Sundays.
unemployment	Unemployment rose last year.
angry	He was angry at the delay.
compete	They compete every year.
belong	These keys belong to me.
profession	Teaching is a good profession.
tire	The tire is flat.
participant	Each participant received a badge.
friendship	Their friendship grew stronger over time.
passport	She forgot her passport at home.
frozen	The lake is frozen in winter.
drag	Don't drag the heavy box.
ceremony	The wedding ceremony was beautiful.
rely	You can rely on me.
homework	I finished my homework early.
silence	The silence in the room was loud.
possession	That old car is his only possession.
trainer	The trainer taught us new exercises.
organ	The organ played a deep sound.
lemon	Add some lemon to the tea.
nail	I hit my nail with the hammer.
joke	He told a funny joke.
satisfy	This meal will satisfy your hunger.
shelter	We found shelter from the rain.
celebrate	Let's celebrate your birthday.
mixture	The cake is a mixture of flour and eggs.
impressive	Her speech was very impressive.
sheep	The sheep grazed in the field all morning.
architect	The architect designed a tall glass building.
railroad	The railroad tracks ran beside the river.
salad	I made a fresh salad for lunch.
preserve	We preserve old photos in albums.
poem	She wrote a poem about the sea.
praise	The teacher gave him praise for his work.
realistic	Her plan is realistic and practical.
relax	I relax on the couch after work.
hardly	He hardly ever eats breakfast.
bean	The bean sprouted in the damp soil.
float	Leaves float on the pond’s surface.
bubble	A bubble rose to the water’s top.
acquire	She hopes to acquire new skills soon.
admit	He will admit his mistake to her.
fancy	That fancy restaurant is too expensive.
analyze	We need to analyze the data first.
relate	I can relate to your problem.
swim	They swim in the lake every summer.
suffer	Many people suffer from allergies in spring.
retain	Please retain this receipt for your records.
tunnel	The train went through the dark tunnel.
distribute	We will distribute the flyers tomorrow.
confused	She felt confused by the map.
bee	A bee landed on the flower.
loud	The music was too loud.
bride	The bride wore a white dress.
dramatic	His exit was very dramatic.
terrible	The weather was terrible today.
scientist	The scientist studied the stars.
nevertheless	It was raining; nevertheless, we walked.
fever	He has a high fever.
surely	You will surely pass the test.
pray	They pray every evening.
flame	The flame flickered in the wind.
elderly	The elderly man sat quietly.
extraordinary	She has an extraordinary talent.
spell	Can you spell your name?
illustration	The book has a colorful illustration.
construct	They will construct a new bridge.
detect	The scanner can detect metal objects.
knee	She fell and hurt her knee.
complicated	This math problem is very complicated.
injured	The injured bird could not fly.
ton	That box weighs a ton.
collapse	The old bridge might collapse.
unlikely	It is unlikely to rain today.
rarely	He rarely eats fast food.
barrier	The wall is a barrier to entry.
argue	They argue about money often.
bicycle	I ride my bicycle to work.
arise	Problems may arise during the trip.
advise	I advise you to rest.
survive	Only a few plants survive winter.
reveal	She will reveal the secret later.
cow	The cow is eating grass.
strict	Our teacher is very strict.
offense	Stealing is a serious offense.
protest	They protest against the new law.
hobby	Painting is my favorite hobby.
invention	The telephone was a great invention.
washing	She is washing the dishes now.
trick	He showed me a magic trick.
intense	The heat was intense today.
steady	Keep a steady pace while running.
dirt	Wash the dirt off your shoes.
blame	Don't blame me for the mistake.
informal	The party has an informal dress code.
heavily	It rained heavily all night.
fifty	There are fifty students in class.
uncle	My uncle lives in Chicago.
sink	Please put the cup in the sink.
invitation	I sent her an invitation to the party.
meanwhile	Meanwhile, the kids were playing outside.
decent	He earns a decent salary.
innocent	The puppy looked innocent and cute.
frog	The frog jumped into the pond.
intention	My intention was to help you.
disagree	I disagree with your opinion.
anger	He tried to hide his anger.
happiness	Her happiness was clear to everyone.
impression	The movie made a strong impression on me.
nervous	I feel nervous before the test.
refuse	They refuse to eat broccoli.
rid	We need to rid the house of pests.
calm	The lake was calm this morning.
farming	Farming takes a lot of hard work.
fork	Use a fork to eat the salad.
organize	She will organize the files tomorrow.
alter	We can alter the plan if needed.
reward	The dog got a reward for tricks.
arrange	Please arrange the chairs in a circle.
artistic	She has an artistic eye for color.
lip	He bit his lip when thinking.
gather	Let’s gather wood for the fire.
slight	There is a slight chance of rain.
indirect	He took an indirect route home.
wool	The sweater is made of soft wool.
arrest	The police will arrest the thief.
deeply	She deeply cares about her friends.
pursue	She will pursue her dream of becoming a doctor.
grab	Grab that rope before it falls.
attract	Bright colors attract many butterflies.
snake	A snake slithered across the path.
succeed	Hard work helps you succeed in life.
lonely	He felt lonely in the empty house.
observe	We observe the stars every night.
confident	She is confident about her test.
bacteria	Some bacteria can make you sick.
ought	You ought to apologize to her.
delicious	This soup tastes absolutely delicious.
transform	The caterpillar will transform into a butterfly.
vegetable	Eat a vegetable with your dinner.
bullet	The bullet missed the target.
ugly	The old building looked ugly and gray.
encounter	We had a strange encounter in the woods.
forty	There are forty students in class.
priest	The priest led the morning prayer.
runner	The runner finished the race first.
notion	He had a strange notion about time.
spelling	She checked the spelling of her name.
defend	The lawyer will defend his client.
aggressive	The dog became aggressive at the gate.
sculpture	The museum bought a new sculpture.
dig	We need to dig a hole here.
taxi	I called a taxi to the airport.
punishment	The punishment for cheating is detention.
stomach	My stomach hurts after lunch.
deny	He will deny the accusation.
folding	She is folding the clean shirts.
penny	I found a penny on the floor.
prediction	Her prediction about rain was right.
prospect	The job prospect looks bright.
trash	Please take out the trash.
cite	You must cite your sources.
pig	The pig rolled in the mud.
imagination	Her imagination created a new world.
actress	The actress forgot her lines.
mess	Clean up this mess now.
shade	We sat in the shade of a tree.
rhythm	She tapped her foot to the rhythm.
sudden	The sudden noise scared the cat.
rope	He tied the boat with a rope.
gentle	Her voice was soft and gentle.
unexpected	The gift was completely unexpected.
cigarette	He put out his cigarette.
characteristic	Patience is a characteristic of hers.
headline	The headline caught everyone’s attention.
narrative	Her narrative was full of detail.
enormous	The elephant is an enormous animal.
consist	The team will consist of five players.
defeat	They accepted their defeat quietly.
shake	Please shake the bottle before use.
silly	That was a silly mistake.
mild	The sauce has a mild flavor.
fur	The puppy’s fur is very soft.
fence	The horse jumped over the fence.
shame	It is a shame you missed the party.
breathing	His breathing was slow and calm.
wherever	Wherever you go, I will follow.
surround	Tall trees surround the small lake.
smell	I smell fresh bread from the oven.
divide	The river will divide the city in two.
deserve	You deserve a good rest today.
worried	She felt worried about the test.
garbage	Please take out the garbage tonight.
boring	That movie was really boring.
nerve	He hit a nerve with that joke.
acknowledge	I acknowledge your hard work.
tent	We slept in a green tent.
qualification	Her qualification got her the job.
consequence	Every action has a consequence.
earthquake	The earthquake shook the whole town.
impressed	I was impressed by his speech.
slope	The ski slope was very steep.
poet	The poet wrote about the sea.
organizer	The organizer listed all the events.
nut	He cracked the nut with a hammer.
lean	Please lean the ladder against the wall.
bye	Say bye to your grandma.
potato	I baked a potato for dinner.
excuse	Please excuse my late arrival.
onion	The onion made me cry.
sandwich	She packed a sandwich for lunch.
girlfriend	His girlfriend loves to paint.
reject	They reject the new policy.
courage	It took courage to speak up.
settle	We settle the bill tomorrow.
peaceful	The lake looks peaceful at dawn.
conclude	Let’s conclude the meeting now.
propose	He will propose a new plan.
talented	She is a talented musician.
steal	Do not steal from others.
fifteen	There are fifteen apples left.
predict	I predict rain this evening.
horrible	The weather was horrible today.
hungry	The baby is hungry again.
dressed	She got dressed quickly.
criterion	Cost is the main criterion.
elephant	The elephant sprayed water.
intend	I intend to finish this today.
bite	Don't bite your nails.
phenomenon	That storm was a strange phenomenon.
conscious	She was conscious during the surgery.
eleven	The meeting starts at eleven.
differently	He sees the problem differently now.
musician	The musician played a soft song.
remark	Her remark made everyone laugh.
convinced	I am convinced he is right.
researcher	The researcher studied old bones.
mud	The dog came in covered in mud.
grateful	I am grateful for your help.
gradually	The weather improved gradually.
journalist	The journalist wrote a daily column.
shine	Please shine the light over here.
explosion	The explosion shook the whole building.
opponent	My opponent is very fast.
employ	They employ twenty new workers.
wound	He wound the rope around the pole.
lazy	He felt too lazy to cook.
neighbor	My neighbor lent me a cup of sugar.
elect	We will elect a new class president tomorrow.
concentrate	I need to concentrate on my homework.
refrigerator	The milk is cold in the refrigerator.
needle	She used a needle to sew the button.
sticky	The candy made my hands sticky.
generous	He gave a generous tip to the waiter.
climb	We plan to climb that hill on Sunday.
fascinating	The story about space was fascinating.
educated	She is an educated woman with two degrees.
tomato	I sliced a tomato for the salad.
pale	He looked pale after being sick.
declare	The judge will declare the winner soon.
tear	A tear rolled down her cheek.
stranger	A stranger asked me for directions.
painful	The injection was quick but painful.
nowhere	The lost keys are nowhere to be found.
scary	That old house looks scary at night.
banana	I eat a banana every morning.
remind	Please remind me to call my mom.
tooth	I brushed my tooth before bed.
annoying	The buzzing fly is annoying.
affair	The party was a grand affair.
upset	She felt upset about the news.
helicopter	The helicopter flew over the lake.
pencil	I need a pencil for the test.
freeze	Water will freeze in the cold.
surprising	The ending was truly surprising.
unnecessary	That extra step is unnecessary.
heel	My shoe heel broke today.
justify	Can you justify your decision?
possess	They possess a large library.
hollow	The old tree is hollow inside.
detective	The detective found a clue.
colleague	My colleague helped me finish.
harmful	Smoking is harmful to health.
badly	He played badly in the game.
disappointed	I was disappointed with the result.
excitement	Her excitement filled the room.
mysterious	A mysterious letter arrived today.
pose	She struck a pose for the photo.
sail	We sail to the island at dawn.
brave	The brave dog saved the child.
awful	The soup tasted awful today.
nightmare	That test was a total nightmare.
impose	Don't impose your rules on me.
knock	Please knock before you enter.
urge	I urge you to call your mom.
creature	A strange creature hid in the bush.
ours	This garden is ours now.
flour	Add flour to the bowl slowly.
sympathy	She showed sympathy for the lost cat.
blond	He has short blond hair.
gentleman	That gentleman held the door open.
prisoner	The prisoner escaped last night.
bored	I was bored during the movie.
bother	Don’t bother me while I work.
continent	Africa is a huge continent.
resist	I can’t resist chocolate cake.
scared	The loud noise made me scared.
bent	He bent the wire into a circle.
poison	The snake’s poison is very dangerous.
interpret	Can you interpret this old poem for me?
countryside	We drove through the green countryside.
bitter	The coffee tasted bitter this morning.
incredibly	She is incredibly good at math.
athlete	The athlete trained every day.
similarity	There is a similarity between the twins.
towel	Please hand me a clean towel.
habit	Brushing your teeth is a good habit.
clever	The clever fox found a way out.
sixty	My grandfather is sixty years old.
boyfriend	Her boyfriend cooks dinner tonight.
illustrate	These drawings illustrate the story well.
shallow	The pool is shallow at this end.
ingredient	Flour is a key ingredient in bread.
curtain	The curtain blocked the bright sun.
pile	He left a pile of books on the floor.
goodbye	She said goodbye and left quickly.
sailor	The sailor watched the calm sea.
statue	The statue stands in the park.
quotation	She wrote a quotation from the book.
relaxing	Taking a bath is relaxing.
emotion	He showed strong emotion at the news.
educate	We must educate our children well.
glove	He lost one glove on the bus.
decoration	The room needs a simple decoration.
adapt	Animals adapt to new places.
neat	Her desk is always neat.
dentist	I have a dentist appointment tomorrow.
slice	Can I have a slice of cake?
relaxed	He felt relaxed after the walk.
aunt	My aunt lives in Chicago.
complain	Don't complain about the weather.
closet	The coats hang in the closet.
unfair	It’s unfair to blame him.
insect	That insect has six legs.
imply	What does that look imply?
fry	I like to fry eggs for breakfast.
servant	The servant opened the door.
critic	The critic wrote a harsh review of the play.
dessert	We had chocolate cake for dessert.
marry	They plan to marry next spring.
enthusiasm	Her enthusiasm for science is contagious.
confusing	The map was confusing, so we got lost.
weakness	His weakness is eating too much candy.
clue	The detective found a clue at the door.
scream	The baby let out a loud scream.
cousin	My cousin lives in Chicago.
emerge	The sun will emerge from the clouds.
shy	The shy girl hid behind her mother.
umbrella	Take an umbrella in case it rains.
headache	I have a bad headache today.
cruel	It was cruel to tease the dog.
smartphone	He checks his smartphone every morning.
elevator	The elevator is stuck on the third floor.
warn	I warn you, the road is icy.
painter	The painter mixed blue and yellow.
ankle	She twisted her ankle while running.
borrow	Can I borrow your pen for a second?
react	Don't react until you hear the whole story.
dancer	The dancer moved gracefully across the stage.
spoon	She stirred her coffee with a small spoon.
fortunately	Fortunately, we arrived before the rain started.
expectation	His expectation was that the meeting would be short.
interrupt	Please don’t interrupt me while I’m talking.
grandfather	My grandfather tells stories about the old days.
asleep	The baby fell asleep in the car.
shout	Don’t shout, I can hear you fine.
convince	She tried to convince him to stay longer.
subway	We took the subway to the museum.
shocked	Everyone was shocked by the sudden news.
alcoholic	He is an alcoholic and needs help.
breathe	Remember to breathe slowly when you feel nervous.
stove	The soup is boiling on the stove.
sadly	Sadly, the dog ran away yesterday.
quietly	He closed the door quietly behind him.
sweater	This sweater is too warm for summer.
bake	I plan to bake a cake tomorrow.
symptom	A cough is a common symptom of a cold.
laughter	Her laughter filled the whole room.
backward	He walked backward down the hall.
sock	I lost one sock in the dryer.
noisy	The street is too noisy at night.
regret	I regret eating that second cake.
grandmother	My grandmother tells great stories.
rude	It is rude to interrupt people.
unemployed	He has been unemployed for months.
oppose	Many citizens oppose the new law.
definite	We have a definite plan for Friday.
lively	The party was lively and fun.
immigrant	She is an immigrant from Mexico.
sweep	Please sweep the kitchen floor.
expose	The sun will expose the paint.
weigh	The box weighs ten pounds.
inspire	Her speech will inspire the team.
disappear	The magician made the coin disappear.
listener	He is a good listener in class.
hurry	We need to hurry to catch the bus.
retire	My dad will retire next year.
sensible	Wearing a coat in winter is sensible.
stiff	The new shoes felt stiff at first.
revise	Please revise your essay before submitting it.
accompany	I will accompany you to the store.
hesitate	Don't hesitate to ask for help.
rub	Rub the lotion into your skin gently.
emphasize	She emphasized the need for safety.
steep	The path up the hill was steep.
forgive	I forgive you for the mistake.
competitor	Our main competitor released a new product.
depressed	He felt depressed after the long rain.
wealthy	The wealthy family donated to charity.
govern	Laws govern how people behave.
feather	A feather fell from the bird.
sixteen	She turned sixteen last week.
upward	The plane flew upward into the clouds.
thirteen	There are thirteen cookies on the plate.
happily	The dog wagged its tail happily.
pretend	Don't pretend you didn't see me.
crowded	The subway was crowded this morning.
owe	I owe you ten dollars from lunch.
behave	Please behave well at the party.
shiny	Her new ring is very shiny.
spicy	This soup is too spicy for me.
melt	The ice will melt in the sun.
eighteen	My sister turns eighteen tomorrow.
curved	The road has a sharp curved turn.
swear	I swear I locked the door.
consume	Bears consume a lot of food.
amazed	I was amazed by the magic trick.
fourteen	The class has fourteen students.
threaten	Do not threaten your little brother.
teenager	The teenager bought a new phone.
enthusiastic	She is enthusiastic about the trip.
uncomfortable	These shoes feel uncomfortable all day.
anxious	He feels anxious before exams.
thief	The thief stole my wallet.
bury	We bury the treasure in sand.
insist	I insist you take the last cookie.
entertain	Can you entertain the kids?
lend	Can you lend me your pen for a minute?
supermarket	I buy fresh bread at the supermarket.
deliberately	She deliberately ignored my question.
obey	You must obey the traffic rules.
multiply	Multiply six by three to get eighteen.
humorous	He told a humorous story at dinner.
dominate	The big team tends to dominate the game.
abandon	They had to abandon the old car.
unhappy	He felt unhappy about the delay.
psychologist	The psychologist helped her calm down.
downward	The path slopes downward to the river.
beg	The dog will beg for a treat.
seventy	There are seventy students in the hall.
supporter	She is a strong supporter of the team.
ambition	His ambition is to become a pilot.
apologize	I apologize for being late.
ninety	The book costs ninety dollars.
recycle	Please recycle those plastic bottles.
upstairs	My bedroom is upstairs on the right.
politician	The politician gave a long speech.
disadvantage	The main disadvantage is the high cost.
sincere	She gave a sincere apology.
divorced	My parents got divorced last year.
dismiss	The teacher had to dismiss the class early.
boil	Please boil the water for tea.
deliberate	His decision was deliberate, not rushed.
indoors	We stayed indoors because of the rain.
